title,company,rating,location,salary,summary,post_date,record obtained,job_url,State,City
Bioinformatician II,Progenity,1.9,"San Diego, CA",,"Activities include design, implementation, and testing of genetic analysis methods based on standardized software development processes; develop quality…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=f9baebb612e9d39b&fccid=59c1792c9a3ef8b8&vjs=3,CA,San Diego
Research Bioinformatician I - Gayther Lab,Cedars-Sinai,4.2,"Los Angeles, CA",,Provides general bioinformatics analysis support for omic projects and mainly responsible for data analysis and software compilations including next generation…,30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=3bfbc17a5e708ba0&fccid=22d99361dca0507f&vjs=3,CA,Los Angeles
"Associate Director, Research Programs",National Organization f,,"Washington, DC",,"Master’s degree in a scientific or technical discipline, e.g. public health, epidemiology, bioinformatics, required;
Lead internal and external meetings;",19 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=336127072b19e2a0&fccid=3a8f595900d24d65&vjs=3,DC,Washington
Scientist/Sr. Scientist,CareDx,2.9,"Brisbane, CA",,"The ideal candidate will be able to conduct independently samples processing, analysis and troubleshooting experiments, have experience interfacing with cross…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=b1edab46b62a1891&fccid=fea4044ad7461a6a&vjs=3,CA,Brisbane
Correlative Sciences ─ Computational Biology,Takeda Pharmaceutical,3.8,"Boston, MA",,"Work with IT to enhance infrastructure to support data collection, storage, and analyses for computational/bioinformatics efforts.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6skEZWEBYAeHrDZ1TtkBOmfa5a4HeDFAnFWFjtsOFL5x8-iEyqAG8UWRDaLtl3di51w2NzILNr7sG5_Xtv0xr4tYFGtn4yPEjNv6LO2Xv-D4RSXjwzBvbF0EJ-r4GG21iiRNvJY9K9rurT28do1lim9YM86pM-3KznchdGKovzS1owlslyGa9mg6L1HKbzHhDYzYPrazLZHWvNqNidp19ZvwZCYQQoxSFB5oUGUKEDvhuQFJF6zWybe9BbSTkO1m3YredFNfoTTjdim3pZTKtE_RhyTWkT4PDpox1BkGnp0gX9emS044l0EnDYhsBTw8kJujWXOgDgaceJEglWnn6oRx-IDTHMznBjYGJg0Qz8Rwd4BaYZOTUGoSw4xs5VfQ1U=&p=0&fvj=0&vjs=3,MA,Boston
Postdoctoral Researcher in Bioinformatics,The University of Texas Health Science Center at Houston,,"Houston, TX","Up to $60,000 a year","One researcher should have expertise in multi-omics data analysis including SNV, CNV, and SVs.
This researcher will perform the statistical analyses to annotate…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DceSzsClle2iZCWxsENjHWm_ZjsErFcYeaAe7dMVCnKlI3uP1bHyNf1tPuDSAZec_CskEmaaq5Qp7IzATQnyUjHTwfPtGr1ddgDhsSVWPiPYsHZ_T2tI0cnmEhM6Fh7OTOuoBKRqkQg6c4HEuuUUSALzBZOirSoThSH1OvhdCgTikA273s4xtjWv_Rne1jr22AjlOdn_mxPlGDF-T1wljwZrHvHmOFbftOgSn0fhk3gweSa9ZaSnxmzu_7KTijJ9sg4aRK0EpXglqwXFBcfUSxxk-smq-3uRBWD7BKlPv6kPaNPJQ1rh_l-9oY4hQLhlISZ3YDK-HFJLi2pz-4QVzyaHDDyRLdX_BWFqlF0g8ihKJtVkdJR72gm1N99aDn8PqNOyqoDBpkbu7BRtiz7HWMpQc7BvD_A1sc8Tha6mAdLR9NwZt4b-N3HJ1M7Swg2YEsQQcIAidKjxDbCYeWoBBQ1FsLr0h2DDzkFEQV9DwTXw==&p=1&fvj=1&vjs=3,TX,Houston
Bioinformatics Staff Research Associate,UCLA Health,4.0,"Los Angeles, CA",$23.34 - $27.84 an hour,"The incumbent will assist in computational and statistical analyses in multiple projects in the lab, especially by using large human datasets of next-generation…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DsE7ViekIsjp64t_8fXghHOV1s5s2e0k6cDP9wEyz_6tOierAtAOrZ9WCDC2rRvrOv6EgxsCHYR3XGd_olRLgS8oCHd66fLLIKQ4qgqhpEpyAlIAE2glV82uvsh8uQ1Smd1DrTty1VYsRQ9jTc85Gdv8r2U7KLExQHdkfkXbCXUBe1as0NyAMEhOtAarvDxIE950fcavw4L7qXEwnxmyqrz7p59sgIVD6iJ4K3tKaUgdP7IWFU_QZ87Al8qu4WCFv6P54Dniu0-2J8JvxS6JUzhqARrwRcRVzo35gvssJ3D3Ergn9FSnB7YiqjJ3lZUXAlmGcCbK8Hjdt5vejwVk9pBPlMXY9UZJIVBuEpHr2RKQxevkVMgWXRpMdWALloODUzfWSVlUNqOGa4-uqRS9SuAjmecuZGF1vKi6k2OMccIvO-43u2NUxEa08WahbK5tAt1CeTRdJrF4qvI5T_eI-OGGWk1HXm3xzem_jUOJsliTJdLe_0eZZs6nXE2yjCx_LVZgfWQ18ZTLCZJlu3baaL1XJVH4rPcWAPzyr4pUFd7retCx53o_Nu-nplS0J5RMu1ue5RrDa4ggshzWLCRI8hsMNgUGCjD1qLkVoWJNO0kfabSY6Cv_pGvCnmaI0BNd067QVSzx4Psf1p40ht7wL9ls7sC-xZrcI_2cQn970tQanVQSDCALrh9mb0WnKBzjXyvkw4l3cN0-vB8W_isrpjCUCXu3rEyU-7dhLgQg2TY0_aZjXAW8nEnzVDD9Z1o3Le46b_3aQRYI8BWfbMKlUsK2x418fsQ3FN2ItdgMqrOpLrxLxfc9vtONPDF-sEKxqU7MDIvEi4PTV86dGFyGfsq-cGVBf525CLsvwmLGqYF8eKpyW9M6fXyhOZUdJpPOOwkLusCKbzvz7BSbfYMktnnbYJ_CzC6O5LCZ2O-NBfV9TQ8sXaMr7lVbddHkCORHLguRPgpLSQA94Z9dcUhYwSYWtocX_f6OTzEL51nrmIVY_lGh6nOQX2WBGECh5KC9xhcCi-AbhWxbrHtCaopsaXQkNMKDcn4aKx7WrBMrSnwHsE28VdHf1zIWUXZ8QbEaeuF_yrVvazIQ==&p=2&fvj=0&vjs=3,CA,Los Angeles
Scientist II,SummerBio,,"Menlo Park, CA",,"Analyze, prepare, and clearly present results to interdisciplinary teams.
Experience with Primer3, BLAST, Primer-BLAST, and UCSC in-silico tools and similar…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXs2IaCmHdINpcAqGZIbNzZ_lyFyweCjF6mhkwH7VxlWEr64k8jsWiZED4Op9aOTAJiavWc7OqDEN2gkfkr3hZU8Af_6QVyDPLru-uI0h4ttSj51vtJQr1WheTW9Ft1tMC8dQMOJqHn-QEKQ36yWbOpj70bvPK65LXRatGd5TjiD9i-GyrL_HUR8A7h4xIkUSJO1GoVSCdelmWt70_y8vPZSJsbne6Qpi2OnpHIq1QiRTddnfgdCFknjUSQOXUOadkZuHtZ3byDiCGOUpy0KJAbL1MpfrBlDjHbpOn_PZly7-QogL1VgujQiS17zY-zxXUX9H9tJTGC3tImCnkGA5YhxgTaMagY3bARfJDl3ZN5KHhL0-4cDH5ODZ3_utX3feZ2umhquPAECo0QNJLE10pA60SB0HSVPQeTHbe44ohf2mB2fgkO8VF0K8xZISZynT6VkSW2S4-S45Q9WxM6ERR&p=3&fvj=1&vjs=3,CA,Menlo Park
Epidemiologist,"IHRC, Inc.",4.5,"Atlanta, GA",,"Performing data analysis, including preparation of 2x2 tables and graphs.
Developing communication debriefs to update the Mycotic Diseases Branch and other…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGFpjgZQf3ItW9dM7q_D6PmD90sQvne3C-Bwcd7L89hTzFbqc7rEP1bUO3sOFOGlWFtjmXe_xBTpx17jMJWYZdgqUJE4gjO0tbqF4Lwh4h-J8-mldjzyI6cRPjeXvqwQABovKml-4cAwyvMiVsdkOPkSafxdcyqbUHUtzum86dbCQ3ihTZyXXBFx6OjavayfHwxleuNca2OV387lxAtGwTR-qEwTdq4168fXYIHkvgkjd4cR8cZsLqgvUuipEZFmygRW-bAJETrvo8jqpvGXx69wR9i4hplHnvcvBa04HLDy34mtKp_5DaX0ScgfeSm-MnRmnmoyRnuDeWZMjPPBYin6qVuw4hQXe-wDikOUCBzU80uB9VYEK5EjLWAnHj0sY98i-tC25HM9Flz8Q5Bm-JE-QJu2EQx1ZNCJ0q2DWKgLu0Iysf706_kpriJVwDBQ0eRcqp8KjwxWx2rrKUIihyIYP4d6GxRmuSVbLm6ioYrlpmv_BkrgwuhXw3gcuX6KNHefXhUPhXLRT1VfLiW8lmclHy1QxSHw3cr0gqxZaumxAwZpiM8kUbApXnIPfOUUY=&p=4&fvj=0&vjs=3,GA,Atlanta
Cardiopulmonary Specialist - PAH (Northern New Jersey),United Therapeutics,3.8,"Newark, NJ",,"Bachelor’s Degree or equivalent experience (preferably in nursing or life science).
The Cardiopulmonary Specialist maintains and increases sales of all UT…",12 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cocjp5aXSonv_BdNgjjavENb20uKJEsTdQ5m1dWpXNSdqSM6g3KW6fDwpN66X2xdP0UtrszX8kyJLH39QmlEdoiBnoV_0VNM6hKlC3j8HW_XhMfMla01qb8AjGlzDRBBfcWYvm3P5w_sFpXlYURm3XhJ6-d--ugSNsnHR7OVxu1DSBiMPq3wI6M6m_yu5XMzdvvSk9MYjPZGBbhKLtIPGgySuTjitgaTy3ep4l2emax5jy16AIVhkrAJvts24XojpDesBMHWk6YNhQM25F5MJHGJ9X8oEm9XRyjV6K-rzwIzK3KCrTLFN0vpk-WRfPpcVEFaTlq2279G_tkfK45TD9IqPPpyFQ1rBILBs_74CHr930-pnFPd0Izp9k7KV0PTSLdZP0zpk2xMzhxVXgHaxZMGOmpBPuWBcuCmI4wQ4wv8HA6Njl8NYKa59WjUsKbtKYndRLE8tp3WUlJ_TzehfdHCvQoAHKTHizpFcsts-YtmMn93xcdglkNkwTIpQXPQ5-QdncZjB8XBuLt3Xg1t8HiqT1e7hGKMaivcTYju8T72SW9aa5FqmF&p=5&fvj=0&vjs=3,NJ,Newark
Cardiopulmonary Specialist - ILD (Atlanta),United Therapeutics,3.8,"Atlanta, GA",,"Bachelor’s Degree or equivalent experience (preferably in nursing or life science).
The Cardiopulmonary Specialist - ILD maintains and increases sales of all UT…",12 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cocjp5aXSonv_BdNgjjavENb20uKJEsTdQ5m1dWpXNSdqSM6g3KW6fDwpN66X2xdP0UtrszX8kyMHIIljHOeKBtX8O6lMGggmITdc_VtbtBITohkXg8VWHN2LxldWGgR0RWQjXEwvUSI7Hm087CoyBVAxA6YcnXaAcawtS2zNDJIyQj3YZJBtvkVT8QJ7ZFtGHG9FlZKIJn2i-dkvdABBdKO8pU7FJNIOCjlhyaI_pWgLQUuskfb9NTwxExExPsVKq3lsVxWdQ6ubNyPDh_P7GaMJh-tntkRXZaucVYclPZc5bWKZk7vePTwGgo4ZjTUxxa20solyb08CFnPPZQihOqS6nLyrwU_GvnZdjBBJfo42lBgsmSLzsviQSwymDZaxbiH5-kVNBEDGKak-YiQIIun8ibSer6HviKzXJ0xMHeIUEQHIiOTEpJR9wlgJdS-C-UlHiAAwucH1YO_asoAleJ2NoSg-yaZleCSIM8KtM9BmLQGz7g3n4lcYlanC1N6QvxJ8oXWhGkHbe_rWmLDyZD3LVSqCCxHM=&p=6&fvj=0&vjs=3,GA,Atlanta
Bioinformatics Engineer,Tekruiting,,"San Jose, CA",,"In-depth experience with bioinformatics tools development.
Develop complex yet robust and scalable bioinformatics solutions for new diagnostic products in CLIA…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrErQZqMLNqj7ZyANI-N9k3f2aoPQ5Z2FjqILE7Gr6cMKZtJF4Vx02X2HYymYIPWgyfJMEb9yeu-cvyPrEqbuzsS3NQ3czCdqys9ngV4dzTN3OliU491X_dERdGlqthw74NYJT5gdQKsumbMAWoqP8GcQXFdWE1Cd_ciBJxvjjaBJgyY2IjLVmvHWtHX4OUYB3ma6Zw1IdSjTyIBb2K2jqaSADn30Qp3l-pFZT4jTDOwxWAf2pFEYPufy3ZQ2Vukipbili0Pvh7SHkOg-INAkRbPi0AIa1TACS_T8Vcvi4M1_r7k9EagPfsdv5DB7z0RYAP3bqA4jV1rY9Sa-ulvVxT0aYdAnfJGf1zq4-zvVG8Ap4g5YGeX2ThitSATI_dnSPyPBm1dnrYqsWZqRI0AyrJTDRfrH442nD4IpUgb1rxrmAonY9MQ_IxfG8n_sqMSH6CYBtOD2ktfeZQQWMRMD7YrGfLYl05usk6uJY2-K7Kw==&p=7&fvj=1&vjs=3,CA,San Jose
EMR Field Specialist,Natera,2.7,"San Carlos, CA",,"The EMR Field Specialist is responsible for assisting in the field with EMR implementation, training and production support for client orders and result…",6 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=b9fecf7ccc64507c&fccid=76d4cf3f28c81122&vjs=3,CA,San Carlos
Data Management Engineer II,GENENTECH,4.1,"South San Francisco, CA",,"Data science background in text mining, image analysis, stochastic models, or machine learning.
Bachelor’s degree in computer science, software engineering,…",3 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=8c1aab5655ce70fb&fccid=2525cc4a9a704809&vjs=3,CA,South San Francisco
"Principal Scientist, Late Stage Translational Bioinformatics Oncology",Bristol Myers Squibb,4.2,"Princeton, NJ",,"Evaluate and adapt latest scientific findings and methods into bioinformatics analysis plans.
Serve as a subject-matter expert and provide bioinformatics…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=98683c82a016f96c&fccid=ab891284bb561914&vjs=3,NJ,Princeton
"Senior Data Engineer, Cheminformatics/Bioinformatics",Atomwise,,"San Francisco, CA",,"As a member of the R&D team, you’ll have the chance to interact daily with software engineers, machine learning scientists, computational chemists, and fellow…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=3dbcb1bc0e56c34e&fccid=ee5cdd82b6cc638c&vjs=3,CA,San Francisco
Bioinformatics Scientist,"Dovel Technologies, LLC",,"Bethesda, MD",,"Perform computational analysis, integration, and modeling of diverse data sets, to include microarray, bulk and single-cell RNAseq, ATAC-seq, flow and CyTOF…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=ac1f13a6f8db88c6&fccid=beee618d60cfbf79&vjs=3,MD,Bethesda
POSTDOCTORAL ASSOCIATE,Duke Careers,4.1,"Durham, NC",,The Kay laboratory is seeking a postdoctoral fellow interested in innovating new strategies to understand and treat blinding diseases.,2 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=b0c7ee156e97d607&fccid=e7f8960941757ea0&vjs=3,NC,Durham
Part-Time Lecturer,Northeastern University,4.3,"Boston, MA",,"Master of Science degree and teaching experience in Biology or science area related to the program required.
Position Type: Faculty Part-time.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0b33915abe4c0e81&fccid=a9383e8362da1c50&vjs=3,MA,Boston
Cardiopulmonary Specialist - ILD (Atlanta),United Therapeutics,3.8,"Atlanta, GA",,"Bachelor’s Degree or equivalent experience (preferably in nursing or life science).
The Cardiopulmonary Specialist - ILD maintains and increases sales of all UT…",12 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cocjp5aXSonv_BdNgjjavENb20uKJEsTdQ5m1dWpXNSdqSM6g3KW6fDwpN66X2xdP0UtrszX8kyMHIIljHOeKBtX8O6lMGggmITdc_VtbtBITohkXg8VWHN2LxldWGgR0RWQjXEwvUSI7Hm087CoyBVAxA6YcnXaCo_SKMLTlcWA4afBnLbM1LeaSK_1oDwYizWeZhSK3Fihwn4oQ88itbkxJcsTWSQBdnkW-0iU_Cp0iEhVxXU5aWXqrm_j1z-8eL06NpZ_7PFAlXdJkGFynDHHO7w4NBmNYM1favbwqldcDdkeBmM-jjj_76peBQ8wGsntCQscrmOvkez5llf6EB61kTE19GyHRp-5n5BgYIc4qy8yUpdxHMTwIjxEu6b6J9H1iK6fi47MQBJbrvTzl2j-tXNQx3PqNEpADzmx_Tj3VsSjkBxCaW0K13Zd6qIUbdC_93CIXEIkKnpKcnpvnT3MNphlYHoW7lIBWYzzCWWnUO0pVdinaRueZN4_qNSzlCsux1uX2mTzSjDKJIMpGwK_Nn1GMlJNg=&p=0&fvj=0&vjs=3,GA,Atlanta
Senior Scientist-Computational Biology/Bioinformatics,Leidos,3.7,"San Diego, CA",,"A Ph.D. in Computational Biology, Bioinformatics, Biostatistics or related discipline with at least 5 years of technical experience (experience obtained during…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRp_XAqAGWojRVasZ8yXdb6f4zdOUrExT1-o5wxgcwb293R9lUAmB7VXbwF5AmU2kvXXbT_BNVWGvh_HIZe0ycOSp-X1TeUvu5_4axbp6jlEjt8nAVKt6DK0Uw6ugxgoZIgjuXQ2IktHWiXZCMK6W9lhR5_7JvYx9Ouku29UfBJUBx3QTjC5g1uwAkW-tRy5QJIyeFHo8w_ydETM8sRwD8KJEWE41LFAVOs2eub1u2ToylVpUPGDu697HMLH_NaYdc5eUk1-UFJC0f5548pc5d0CbOyaqRfr8irZcvKp3OteVN_n89AxsIY1EHh48802m9cwmLZ8HSDZRhNWOX7EmIjA7Lv_Ev8QIwnImyfFIKz5fh3y4ril0-X6N8hWhcM66rZlb46ijl0lOUNS32xm-F4dsJawksEsCj3b9jk5WSLlm6FE-BqbrUDNq02DCtoC3XeaJidiDyElRDKCYo2CebiosHw2eC1ErDw==&p=1&fvj=0&vjs=3,CA,San Diego
"Scientist / Sr Scientist, Advanced Analytics and Bioinformatics",Takeda Pharmaceutical,3.8,"Boston, MA",,"Provide computational biology and/or bioinformatic support to characterize disease mechanisms, mechanism of action for therapeutic interventions, and identify…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6u6ZuSVsicYqXl_C4hUmwyoxqOT0ElBE2xFgMvGnAADXppt2_VTqhWbqyZo7IARhXKUOHzByoSWSWCAXQuDwkzmDzucIJYgwz7-o7YsVfTBDaO6FiSCssga4ngtyxjzvw_SlP8QdJ5vFoniaNqppnA1ZT7_OQ3fxIUD0mxDM8uIRQ0ZJ3qdruu1EWMe2pn693jOK9RXS3zh4WBVrARySBRuL2CCRLIz4XONX5YgiL73iJ9XmX_qQiDC7tglsYO6Bp8SJlJYRyePfCr1IjDBgUHwD7mtNi9tL4kvdESmAl4BkPxrYkoP-oSwy5TVgIzWzl2s150hiAcJYgAKB7enxXoUhwjpbdCJLSiMWqeEKU5Y-hqE_6mJAxOlqq72-Vy4o4g=&p=2&fvj=0&vjs=3,MA,Boston
Epidemiologist,"IHRC, Inc.",4.5,"Atlanta, GA",,"Performing data analysis, including preparation of 2x2 tables and graphs.
Developing communication debriefs to update the Mycotic Diseases Branch and other…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGFpjgZQf3ItW9dM7q_D6PmD90sQvne3C-Bwcd7L89hTzFbqc7rEP1bUO3sOFOGlWFtjmXe_xBTpx17jMJWYZdgqUJE4gjO0tbqF4Lwh4h-J8-mldjzyI6cRPjeXvqwQABovKml-4cAwyvMiVsdkOPkSafxdcyqbWtPvJlS6G0LATx3WBqDIrbTw8Ao2Cf0Yj8Fe6_-6xGW_y_ymT0FekQFRUjH58TebPs4xaawQN86TO__dfTSsPsO_Asr-bM6-KrplS8U-oa6XRC5JfEdnOHPuF-78bBOq2uR3QO-7-4FyqlcohsoAxbPZKQ02BLzZXhqUCrNjWk914EE8onGfMclTedXBHkj6AgM7Ci_uIKRoLhVjf5F9aLs4inDciniDkhZPM3XpQG73BJIglAyIXtQRTM_5Dm-kMx_K8XOzsCK_XJbuV6jYpPyyQOs9_XgIAU-DOr3FWMG2W7yls4tKMRGDxFT_lUeHyKrFjTgbAP-U2HfG5uKM9HTPJZJpuMFtdfrvAw7Da1ELC4TrhXXDfVodQ75wSvC9YrzGgmrgBBk3wpQApUn-6k-5E4TgtCXls=&p=3&fvj=0&vjs=3,GA,Atlanta
Principal Bioinformatics Scientist I,Roche,4.2,"Pleasanton, CA",,Collaborate with Bioinformatics and Assay Development Scientists to research and develop analysis tools for assays on the RSS Nanopore platform.,30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DwpSO_X_4fO3yEPcJl8pLft9tRR8Y02gXA9Ku0YkSky7EbH1AnYCZJRrvWORRQ0HqrvFF1RL-Lf97SxKAT3YUWVazcnrbE8tzsuZYVLM_dpyHCLjYSXpQYWGAsWZC3B864jNJGiBy_WX6qOYnUozUJOmaTXuPJ7q1DGPrZ2lHdy-voXis0uzc4NHu_zY8kRPk9__rpFGSvoR-qvH5xt0AuNE8u-qEz7AlIowRT2GFfEgzDp70srbmRuOYIVRf-jteye_OYucoY0VgrO3ncaYwJ9hlXqZUAhroba2M-dYRTJ2Dse-OOBwJfSPTgTzIDkcY1OqgCuXBLJFPvww2YyW4XR84DRsK39O2paeahfZO56nv7R-Uh1zLrsPU5xiq4BKZA6ceoF7_zHW3tyRPNVU00JHIXzizzQ_qg90XAT9W9TY2MaUZDJQ6Tq_nBrS5HvoYoI4T7OvDgtYfMy86aFyHLxdnyzJ1nOaZPjuqibOGsG_DmTcNS317y8HtDYwqWR1sMrCNetwV9EIgwxTxwPi130ATMIFROSsQuj_w2gBaSasNxh9ySuFjN_rsi2jOYkI4aBrPGlSUajShr0BoRja5Dv8dZg3Xvb_Gz8k5Ut_hI47SV5XCO_OY8re2mzwWQdZQ5SAWrOG7sVg==&p=4&fvj=0&vjs=3,CA,Pleasanton
Bioinformatics Staff Research Associate,UCLA Health,4.0,"Los Angeles, CA",$23.34 - $27.84 an hour,"The incumbent will assist in computational and statistical analyses in multiple projects in the lab, especially by using large human datasets of next-generation…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DsE7ViekIsjp64t_8fXghHOV1s5s2e0k6cDP9wEyz_6tOierAtAOrZ9WCDC2rRvrOv6EgxsCHYR3XGd_olRLgS8oCHd66fLLIKQ4qgqhpEpyAlIAE2glV82uvsh8uQ1Smd1DrTty1VYsRQ9jTc85Gdv8r2U7KLExQHdkfkXbCXUJE6v45HPyL2-gVR5--vEMTcbpWb643Av9vpXy5NmAp_OCJeyoe6Zai9qxxIdHm8i1HDrX2Iw6uWtpL-DMx8F6jyvNN7MubA2N6u7ORhn6RM1UgsdCWNmuvuo9ckzFIaOME8Ga3mxQftthGWHRqcFbPkteJttx-81M2yIgSlG-mGEXV6WOpUQcAmFT2K9yAPl8LaabrHrFoavxA77FskUrDsFwckWROTryRPAdKm_xPh1zj73ywrKm9TDlrK0xf53vQwtDMV5TAnDhKpwcnsNDMO2hB-OrKU8MJaJ4jugvXVJAsXM5_GeM1ldiKk9hB_5elFAt5gb9FfAAVyaoOS5gTi7_WWtyBx0gNtXMUPbhLNjodRB9qjS6EDn0JxWEXp8nuP7_Xqz0Z0ZZeGTLwzcV2ZWsh37g5VFcb1DhAPfliuibgbmdefGEfRXikzBezB9fN-6i8ayxLFrH03wg8s8Dk45riwAdAb1cDTBuMktPOf-tPYwPZ9quA_fnQetG2dfc6-z8xg0V9BSbqAV-2UQEt8t2rfDilxFNQzA0EbwO4eF-fG5CJkQAwe6jyQGIzytYaa90jwlaiTft65AzF0kG-OQpK9YDC-R3ZfTcYD1DxQwzyEM617pyreA2BuFvGHq1bsSvuDSQ8lCVC8bNsOCJMQf_xuJ6BicSdBl5GhZc9zmnhd237DRh-Z3fuCGsqaaELS6XkyIltQztg8rMXh7VaDxNpNhxLMB5l1_LjYgRCzlZCpi0MxjVzJ36fMxVuRGCcyRng5hcpUs1FjRlAiZrSPrfQ4-5c6OZigQrvdm1BwqzUVPXy53mqipBo8rmhlJNQdVT00qUx6Gu44mZKzjnD2WDnKqT9mYkeeHpUj1zKHpbJvx7SRwewNY-5WFbSOweEzi5f_h8IgC_mtVtoCLcrfQFshHGTx7w==&p=5&fvj=0&vjs=3,CA,Los Angeles
Integrative Data Scientist - Bioinformatics,Takeda Pharmaceutical,3.8,"Boston, MA",,"Provide bioinformatic and/or computational biology support to characterize disease mechanisms, mechanism of action for therapeutic interventions, and identify…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6tlgq5y1f5a2MXJA_aR381Y7FukmkMOXMK2-qwq1H5TgcW_4bCLmBbXEtDpCe-IrgDFQAkIsTzv0xg9EPuLqkMw5W6icH-Wlc_8CSOc0b0k8ZlDXQLrG-dFWuQrjIPgk1SNDQ9oPgsASokXrrt_Dj-OoT0XOnb72LGqHeCKZdL5JV27ZDNu1Ut852WhUBoO4dBbZ_UM3aFXcjeBPyEWMwBFF9wKrBt3eQj27t_L2OPX4ulNy_ZKEmH0YgB9LIUjMgjXUerTBeKiJtyIM-nyOlcehQiWsmmv5KBkohRAcfdlL_l7M9grrcyjNLzASLKlyAwt5-PCo2Rk9x2YgT-GwCy3EllFfv-kDhi9BHbwe34l-KyVnbrDcQ80Q529qQGmcO4=&p=6&fvj=0&vjs=3,MA,Boston
Scientist,"GENEWIZ, Inc.",3.3,"South Plainfield, NJ",,"Carry on routine NGS lab duty including sample QC, library prep, and sequencing.
Work closely with other team members to ensure timely and effectively…",6 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cs6xOhnJVRMRDJJUnubzeP-1VsWav6pPU07VdL3pV1RkCDDbnLBZtEHwD6tXu--fCEGage1Khj1geS6Lb16Ca6GoML1fxxyX4p3uEfLISk86CcE4vCpDhqhUWq2ej93mtykqeMNwrMUwOC21dqQ-RpQ00YtbnubqSgbjmxw6IrNFBRpq6OqEbpX5B3FbRrf1mVGWbfDA72E6HZ90CEh5wQIchURb7IMMuIT-sy5KuGiGn1oriIoyG8PrBMMfNkNoOQudshOkx11G0aleCLuSK5YTsna96WuI5EqnWk61SwdTdITnJ49VAKtEXDyQ7Jlr7erXkVELZkyW0ShsrtKNp_TJ1xrQLXUHdhp0YSnLN160PyM8lR7GQNPI2sVyDm80E0ABWmEzPCQVKSuM1qGgwBw69-zL2Gq4W4j4kEXuJTnrIertoHKg2on1HuqG6q3dvJnL2e29Gooew0cpurbo1bI7e8tDv4mtBQqGv3C6M_p9quGolgpwTOkzGwWdy78RqgtqFOs4hrmQ==&p=7&fvj=0&vjs=3,NJ,South Plainfield
"Bioinformatics Scientist/Senior Scientist, Discovery Oncology",GENENTECH,4.1,"South San Francisco, CA",,"Exceptionally strong data presentation, visualization and communication skills with computational and non-computational audiences.",4 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=4990613b0d1ee326&fccid=2525cc4a9a704809&vjs=3,CA,South San Francisco
Bioinformatics Scientist - Cell Transplant Therapy,CareDx,2.9,"South San Francisco, CA",,You should have an excellent working knowledge of statistical principles and analytical methodologies relevant to high-throughput DNA sequencing data analysis.,17 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=52b4338d34deeb68&fccid=fea4044ad7461a6a&vjs=3,CA,South San Francisco
